No.,Insurance undertaking,category,value,Tabelle,year
127,SPARKASSEN Vers. AG VIG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,248,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,56,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,81,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,49,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,-20,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,73,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,73,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,49,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Leitungswasserschaden-inwards reinsurance!Net of reinsurance!Claims ratio in %,0,"Table 37:  Claims ratios ""Water damage"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Glasbruch-direct!Gross amount!Earned premiums,10638000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Glasbruch-direct!Gross amount!Earned premiums,3496000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Glasbruch-direct!Gross amount!Earned premiums,4475000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,10573000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Gross amount!Earned premiums,2883000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,2821000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Glasbruch-direct!Gross amount!Earned premiums,721000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Glasbruch-direct!Gross amount!Earned premiums,2302000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,114000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Glasbruch-direct!Gross amount!Earned premiums,2584000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Glasbruch-direct!Gross amount!Earned premiums,207000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,22000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,368000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Glasbruch-direct!Gross amount!Earned premiums,1264000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Gross amount!Earned premiums,4069000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Glasbruch-direct!Gross amount!Earned premiums,7452000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Glasbruch-direct!Gross amount!Earned premiums,7155000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Glasbruch-direct!Gross amount!Earned premiums,199000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Glasbruch-direct!Gross amount!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Glasbruch-direct!Gross amount!Claims,3610000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Glasbruch-direct!Gross amount!Claims,1119000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Glasbruch-direct!Gross amount!Claims,1765000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Glasbruch-direct!Gross amount!Claims,3388000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims,865000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Glasbruch-direct!Gross amount!Claims,1260000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Glasbruch-direct!Gross amount!Claims,279000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Glasbruch-direct!Gross amount!Claims,949000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Glasbruch-direct!Gross amount!Claims,30000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Glasbruch-direct!Gross amount!Claims,194000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Glasbruch-direct!Gross amount!Claims,40000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Glasbruch-direct!Gross amount!Claims,4000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Glasbruch-direct!Gross amount!Claims,84000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Glasbruch-direct!Gross amount!Claims,328000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims,1806000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Glasbruch-direct!Gross amount!Claims,2549000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims,3075000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Glasbruch-direct!Gross amount!Claims,72000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Glasbruch-direct!Gross amount!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Glasbruch-direct!Gross amount!Claims ratio in %,34,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Glasbruch-direct!Gross amount!Claims ratio in %,32,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Glasbruch-direct!Gross amount!Claims ratio in %,39,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,32,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims ratio in %,30,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,45,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Glasbruch-direct!Gross amount!Claims ratio in %,39,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Glasbruch-direct!Gross amount!Claims ratio in %,41,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,27,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Glasbruch-direct!Gross amount!Claims ratio in %,8,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Glasbruch-direct!Gross amount!Claims ratio in %,19,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,16,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,23,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Glasbruch-direct!Gross amount!Claims ratio in %,26,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims ratio in %,44,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Glasbruch-direct!Gross amount!Claims ratio in %,34,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Glasbruch-direct!Gross amount!Claims ratio in %,43,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Glasbruch-direct!Gross amount!Claims ratio in %,7,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Glasbruch-direct!Gross amount!Claims ratio in %,36,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Glasbruch-direct!Gross amount!Claims ratio in %,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,4948000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Glasbruch-direct!Net of reinsurance!Earned premiums,3496000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Glasbruch-direct!Net of reinsurance!Earned premiums,4408000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,8766000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,2881000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,2819000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Glasbruch-direct!Net of reinsurance!Earned premiums,715000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Glasbruch-direct!Net of reinsurance!Earned premiums,1068000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,114000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Glasbruch-direct!Net of reinsurance!Earned premiums,2419000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Glasbruch-direct!Net of reinsurance!Earned premiums,198000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,7000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,238000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Glasbruch-direct!Net of reinsurance!Earned premiums,1263000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,3938000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Glasbruch-direct!Net of reinsurance!Earned premiums,5549000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,6969000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Glasbruch-direct!Net of reinsurance!Earned premiums,199000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Glasbruch-direct!Net of reinsurance!Earned premiums,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
113,SK Versicherung AG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Glasbruch-direct!Net of reinsurance!Claims,1823000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Glasbruch-direct!Net of reinsurance!Claims,1119000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Glasbruch-direct!Net of reinsurance!Claims,1764000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Glasbruch-direct!Net of reinsurance!Claims,2795000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Glasbruch-direct!Net of reinsurance!Claims,865000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Glasbruch-direct!Net of reinsurance!Claims,1260000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Glasbruch-direct!Net of reinsurance!Claims,279000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Glasbruch-direct!Net of reinsurance!Claims,404000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Glasbruch-direct!Net of reinsurance!Claims,30000,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Glasbruch-direct!Net of reinsurance!Claims,0,"Table 38:  Claims ratios ""Glass"" (Non-life insurance other than health)",2017
